powiat,rok,wartość
powiat kolski,2016,333412907.7
powiat kolski,2017,365499997.64
powiat kolski,2018,394634121.93
powiat kolski,2019,430565517.37
powiat koniński,2011,399805705.05
powiat koniński,2012,424409704.03
powiat koniński,2013,409539944.05
powiat koniński,2014,433847685.12
powiat koniński,2015,454138582.13
powiat koniński,2016,529194725.97
powiat koniński,2017,573294036.82
powiat koniński,2018,615922990.92
powiat koniński,2019,665981580.49
powiat słupecki,2011,164282238.0
powiat słupecki,2012,176365111.05
powiat słupecki,2013,178705340.82
powiat słupecki,2014,182755952.69
powiat słupecki,2015,188912489.79
powiat słupecki,2016,223830807.19
powiat słupecki,2017,242793263.84
powiat słupecki,2018,264775869.19
powiat słupecki,2019,303265745.33
powiat turecki,2011,284623326.94
powiat turecki,2012,273455550.58
powiat turecki,2013,277298449.44
powiat turecki,2014,284630538.21
powiat turecki,2015,301307022.71
powiat turecki,2016,351071700.67
powiat turecki,2017,376454953.41
powiat turecki,2018,404416498.18
powiat turecki,2019,453932976.24
powiat wrzesiński,2011,202244069.32
powiat wrzesiński,2012,199361126.19
powiat wrzesiński,2013,203567842.29
powiat wrzesiński,2014,232665980.44
powiat wrzesiński,2015,268569942.75
powiat wrzesiński,2016,296825910.93
powiat wrzesiński,2017,329625919.72
powiat wrzesiński,2018,351272567.77
powiat wrzesiński,2019,409235974.43
powiat Konin,2011,366887885.96
powiat Konin,2012,394489158.51
powiat Konin,2013,394659358.95
powiat Konin,2014,404777019.47
powiat Konin,2015,418363934.39
powiat Konin,2016,438541597.9
powiat Konin,2017,468586470.53
powiat Konin,2018,513228887.02
powiat Konin,2019,547449993.86
powiat gostyński,2011,210759975.44
powiat gostyński,2012,219568982.86
powiat gostyński,2013,225166338.7
powiat gostyński,2014,233515327.48
powiat gostyński,2015,236546641.28
powiat gostyński,2016,291944127.17
powiat gostyński,2017,327438135.16
powiat gostyński,2018,334389809.45
powiat gostyński,2019,372153415.45
"powiat grodziski, wielkopolskie",2011,146328507.78
"powiat grodziski, wielkopolskie",2012,147101571.54
"powiat grodziski, wielkopolskie",2013,157481860.78
"powiat grodziski, wielkopolskie",2014,152493097.77
"powiat grodziski, wielkopolskie",2015,164351819.84
"powiat grodziski, wielkopolskie",2016,207100985.59
"powiat grodziski, wielkopolskie",2017,233338322.82
"powiat grodziski, wielkopolskie",2018,241743555.1
"powiat grodziski, wielkopolskie",2019,265049193.33
powiat kościański,2011,225392984.04
powiat kościański,2012,229500315.75
powiat kościański,2013,223243548.57
powiat kościański,2014,243882810.89
powiat kościański,2015,249640337.74
powiat kościański,2016,311028772.0
powiat kościański,2017,338808325.94
powiat kościański,2018,378066016.87
powiat kościański,2019,412608039.38
powiat leszczyński,2011,153400280.63
powiat leszczyński,2012,161514891.15
powiat leszczyński,2013,159418445.08
powiat leszczyński,2014,166778168.64
powiat leszczyński,2015,173925356.67
powiat leszczyński,2016,215539790.27
powiat leszczyński,2017,243638948.25
powiat leszczyński,2018,272824116.82
powiat leszczyński,2019,313345842.55
powiat międzychodzki,2011,102733652.15
powiat międzychodzki,2012,107156250.55
powiat międzychodzki,2013,115503861.18
powiat międzychodzki,2014,125056133.29
powiat międzychodzki,2015,125195885.98
powiat międzychodzki,2016,153362270.72
powiat międzychodzki,2017,182780341.95
powiat międzychodzki,2018,186884767.5
powiat międzychodzki,2019,201809560.23
powiat nowotomyski,2011,210786041.53
powiat nowotomyski,2012,222123743.61
powiat nowotomyski,2013,232216477.25
powiat nowotomyski,2014,249909066.46
powiat nowotomyski,2015,252810866.22
powiat nowotomyski,2016,296056138.84
powiat nowotomyski,2017,327946201.03
powiat nowotomyski,2018,354997287.98
powiat nowotomyski,2019,397383673.53
powiat rawicki,2011,172244010.64
powiat rawicki,2012,176766751.23
powiat rawicki,2013,170975891.19
powiat rawicki,2014,176628023.76
powiat rawicki,2015,184717176.3
powiat rawicki,2016,226540121.57
powiat rawicki,2017,261957353.39
powiat rawicki,2018,271099969.97
powiat rawicki,2019,312027509.82
powiat wolsztyński,2011,153938731.22
powiat wolsztyński,2012,158799559.54
powiat wolsztyński,2013,170247119.24
powiat wolsztyński,2014,175090805.66
powiat wolsztyński,2015,177591120.12
powiat wolsztyński,2016,219608123.27
powiat wolsztyński,2017,242163544.91
powiat wolsztyński,2018,253396262.97
powiat wolsztyński,2019,281451379.32
powiat Leszno,2011,274893824.78
powiat Leszno,2012,299947076.85
powiat Leszno,2013,309864834.47
powiat Leszno,2014,289425019.04
powiat Leszno,2015,293559137.3
powiat Leszno,2016,335730589.46
powiat Leszno,2017,357858635.01
powiat Leszno,2018,384014865.99
powiat Leszno,2019,433665791.57
powiat chodzieski,2011,138228467.76
powiat chodzieski,2012,142001971.69
powiat chodzieski,2013,153748638.56
powiat chodzieski,2014,158201136.17
powiat chodzieski,2015,163931546.22
powiat chodzieski,2016,192049898.75
powiat chodzieski,2017,214515042.49
powiat chodzieski,2018,228248783.87
powiat chodzieski,2019,251457521.35
powiat czarnkowsko-trzcianecki,2011,265832812.02
powiat czarnkowsko-trzcianecki,2012,261550763.96
powiat czarnkowsko-trzcianecki,2013,272415197.96
powiat czarnkowsko-trzcianecki,2014,284454818.95
powiat czarnkowsko-trzcianecki,2015,284732797.51
powiat czarnkowsko-trzcianecki,2016,339393614.1
powiat czarnkowsko-trzcianecki,2017,371459271.7
powiat czarnkowsko-trzcianecki,2018,397169094.41
powiat czarnkowsko-trzcianecki,2019,433139736.52
powiat pilski,2011,397606361.35
powiat pilski,2012,414471233.93
powiat pilski,2013,417617590.45
powiat pilski,2014,442800273.48
powiat pilski,2015,454258548.42
powiat pilski,2016,526803610.01
powiat pilski,2017,559388291.51
powiat pilski,2018,628828859.0
powiat pilski,2019,663810728.19
powiat wągrowiecki,2011,201334302.75
powiat wągrowiecki,2012,209006050.14
powiat wągrowiecki,2013,216835782.61
powiat wągrowiecki,2014,228027209.89
powiat wągrowiecki,2015,234134130.37
powiat wągrowiecki,2016,291601160.48
powiat wągrowiecki,2017,321956514.24
powiat wągrowiecki,2018,327111332.8
powiat wągrowiecki,2019,372194155.08
powiat złotowski,2011,196759759.91
powiat złotowski,2012,211635584.3
powiat złotowski,2013,216911488.91
powiat złotowski,2014,221722733.12
powiat złotowski,2015,223960055.63
powiat złotowski,2016,272047384.75
powiat złotowski,2017,286418387.7
powiat złotowski,2018,306023180.07
powiat złotowski,2019,340220836.42
powiat obornicki,2011,150264032.3
powiat obornicki,2012,171411612.69
powiat obornicki,2013,175884206.16
powiat obornicki,2014,179109816.06
powiat obornicki,2015,181864075.04
powiat obornicki,2016,225854462.92
powiat obornicki,2017,252793766.83
powiat obornicki,2018,270657904.22
powiat obornicki,2019,298610342.08
powiat poznański,2011,1062483846.88
powiat poznański,2012,1107470873.03
powiat poznański,2013,1180693477.05
powiat poznański,2014,1248679088.47
powiat poznański,2015,1364123207.04
powiat poznański,2016,1660406793.2
powiat poznański,2017,1850921856.74
powiat poznański,2018,2067915371.69
powiat poznański,2019,2406547517.25
powiat szamotulski,2011,236336336.38
powiat szamotulski,2012,246871235.86
powiat szamotulski,2013,263638168.21
powiat szamotulski,2014,290202860.94
powiat szamotulski,2015,300419381.72
powiat szamotulski,2016,353232227.03
powiat szamotulski,2017,401509807.63
powiat szamotulski,2018,420666445.26
powiat szamotulski,2019,471420342.56
"powiat średzki, wielkopolskie",2011,151638995.98
"powiat średzki, wielkopolskie",2012,169907172.04
"powiat średzki, wielkopolskie",2013,177129797.97
"powiat średzki, wielkopolskie",2014,183924910.62
"powiat średzki, wielkopolskie",2015,201897604.31
"powiat średzki, wielkopolskie",2016,246812301.84
"powiat średzki, wielkopolskie",2017,260190528.94
"powiat średzki, wielkopolskie",2018,272110954.38
"powiat średzki, wielkopolskie",2019,313448690.88
powiat śremski,2011,156960299.92
powiat śremski,2012,155835074.27
powiat śremski,2013,164873651.76
powiat śremski,2014,172853050.01
powiat śremski,2015,181658341.36
powiat śremski,2016,224626673.26
powiat śremski,2017,250935672.96
powiat śremski,2018,267465695.43
powiat śremski,2019,294784901.87
powiat Poznań,2011,2471619970.72
powiat Poznań,2012,2753921108.06
powiat Poznań,2013,2664639270.81
powiat Poznań,2014,2831933373.57
powiat Poznań,2015,3321659321.14
powiat Poznań,2016,3252910842.18
powiat Poznań,2017,3510026032.61
powiat Poznań,2018,3698759702.12
powiat Poznań,2019,4161312333.58
powiat białogardzki,2011,151062331.74
powiat białogardzki,2012,164789187.52
powiat białogardzki,2013,169249434.08
powiat białogardzki,2014,179077422.2
powiat białogardzki,2015,180501283.3
powiat białogardzki,2016,206165268.27
powiat białogardzki,2017,225066973.65
powiat białogardzki,2018,229453671.33
powiat białogardzki,2019,250438516.16
powiat kołobrzeski,2011,324876431.41
powiat kołobrzeski,2012,318147365.4
powiat kołobrzeski,2013,318222938.47
powiat kołobrzeski,2014,353540721.35
powiat kołobrzeski,2015,347398649.41
powiat kołobrzeski,2016,383521440.45
powiat kołobrzeski,2017,447952746.04
powiat kołobrzeski,2018,457653286.12
powiat kołobrzeski,2019,490044391.86
powiat koszaliński,2011,218301152.22
powiat koszaliński,2012,236692551.41
powiat koszaliński,2013,251158171.27
powiat koszaliński,2014,258578873.96
powiat koszaliński,2015,281020268.64
powiat koszaliński,2016,308325124.51
powiat koszaliński,2017,318078414.11
powiat koszaliński,2018,355191971.0
powiat koszaliński,2019,385177881.08
powiat sławieński,2011,229065455.63
powiat sławieński,2012,203489518.29
powiat sławieński,2013,220330157.74
powiat sławieński,2014,232451386.44
powiat sławieński,2015,254904470.36
powiat sławieński,2016,270407876.82
powiat sławieński,2017,295903012.42
powiat sławieński,2018,325959289.08
powiat sławieński,2019,358199234.87
powiat Koszalin,2011,397944729.46
powiat Koszalin,2012,425708482.74
powiat Koszalin,2013,445661489.73
powiat Koszalin,2014,482859844.63
powiat Koszalin,2015,467886606.98
powiat Koszalin,2016,527152968.08
powiat Koszalin,2017,555041403.24
powiat Koszalin,2018,611075958.77
powiat Koszalin,2019,671486653.02
powiat choszczeński,2011,140007227.06
powiat choszczeński,2012,152189367.96
powiat choszczeński,2013,154792422.26
powiat choszczeński,2014,164147791.48
powiat choszczeński,2015,168071456.45
powiat choszczeński,2016,192845759.85
powiat choszczeński,2017,208067676.72
powiat choszczeński,2018,221045451.76
powiat choszczeński,2019,246767725.52
powiat drawski,2011,199864073.27
powiat drawski,2012,206150883.89
powiat drawski,2013,218316277.67
powiat drawski,2014,217170976.46
powiat drawski,2015,212237247.65
powiat drawski,2016,244890954.98
powiat drawski,2017,262058092.22
powiat drawski,2018,281506157.99
powiat drawski,2019,292298965.28
powiat myśliborski,2011,203365353.8
powiat myśliborski,2012,211145446.7
powiat myśliborski,2013,224237282.17
powiat myśliborski,2014,230267154.5
powiat myśliborski,2015,240148554.86
powiat myśliborski,2016,271649872.46
powiat myśliborski,2017,300196995.23
powiat myśliborski,2018,316976607.92
powiat myśliborski,2019,342069148.88
powiat pyrzycki,2011,105512016.67
powiat pyrzycki,2012,121507421.27
powiat pyrzycki,2013,133470356.7
powiat pyrzycki,2014,127313069.36
powiat pyrzycki,2015,131216431.71
powiat pyrzycki,2016,147175181.44
powiat pyrzycki,2017,157402860.66
powiat pyrzycki,2018,168414204.16
powiat pyrzycki,2019,185181405.89
powiat szczecinecki,2011,229840287.05
powiat szczecinecki,2012,246996313.68
powiat szczecinecki,2013,247347093.15
powiat szczecinecki,2014,275734466.61
powiat szczecinecki,2015,266567881.03
powiat szczecinecki,2016,306958547.04
powiat szczecinecki,2017,334391885.86
powiat szczecinecki,2018,352007634.17
powiat szczecinecki,2019,367818061.1
powiat świdwiński,2011,145735343.37
powiat świdwiński,2012,158976053.14
powiat świdwiński,2013,159896627.54
powiat świdwiński,2014,163804339.95
powiat świdwiński,2015,168094507.53
powiat świdwiński,2016,191450237.22
powiat świdwiński,2017,202681512.22
powiat świdwiński,2018,222146926.29
powiat świdwiński,2019,227259852.23
powiat wałecki,2011,156694251.04
powiat wałecki,2012,161412819.59
powiat wałecki,2013,172041606.71
powiat wałecki,2014,177106676.52
powiat wałecki,2015,186015367.86
powiat wałecki,2016,215775467.65
powiat wałecki,2017,220063171.68
powiat wałecki,2018,242537388.99
powiat wałecki,2019,261804532.43
powiat łobeski,2011,119959867.85
powiat łobeski,2012,128544050.86
powiat łobeski,2013,135005866.42
powiat łobeski,2014,134854190.89
powiat łobeski,2015,135979331.2
powiat łobeski,2016,144562255.26
powiat łobeski,2017,163172953.75
powiat łobeski,2018,174804582.96
powiat łobeski,2019,192791037.7
powiat Szczecin,2011,1383316384.07
powiat Szczecin,2012,1660260058.28
powiat Szczecin,2013,1775266615.8
powiat Szczecin,2014,1871968645.74
powiat Szczecin,2015,2150629263.83
powiat Szczecin,2016,2251888077.3
powiat Szczecin,2017,2156805672.29
powiat Szczecin,2018,2288818260.9
powiat Szczecin,2019,2638846857.49
powiat goleniowski,2011,250763101.71
powiat goleniowski,2012,268784715.54
powiat goleniowski,2013,280460624.45
powiat goleniowski,2014,267034481.13
powiat goleniowski,2015,307476833.53
powiat goleniowski,2016,338579595.34
powiat goleniowski,2017,362793716.92
powiat goleniowski,2018,378671936.39
powiat goleniowski,2019,431666384.4
powiat gryficki,2011,220158377.24
powiat gryficki,2012,233805988.29
powiat gryficki,2013,233715365.41
powiat gryficki,2014,261137384.98
powiat gryficki,2015,253106405.12
powiat gryficki,2016,309596691.7
powiat gryficki,2017,366578180.68
powiat gryficki,2018,322493962.48
powiat gryficki,2019,334432679.77
powiat gryfiński,2011,256964180.28
powiat gryfiński,2012,305299138.68
powiat gryfiński,2013,291481549.85
powiat gryfiński,2014,282619207.23
powiat gryfiński,2015,291909595.69
powiat gryfiński,2016,330282992.45
powiat gryfiński,2017,351359216.56
powiat gryfiński,2018,377204687.75
powiat gryfiński,2019,421384189.73
powiat kamieński,2011,178569640.74
powiat kamieński,2012,180153611.02
powiat kamieński,2013,183512197.24
powiat kamieński,2014,218990786.91
powiat kamieński,2015,205531508.3
powiat kamieński,2016,236161748.06
powiat kamieński,2017,250731039.38
powiat kamieński,2018,262576687.92
powiat kamieński,2019,256527031.63
powiat policki,2011,252155490.49
powiat policki,2012,296973867.02
powiat policki,2013,299564462.37
powiat policki,2014,276228545.39
powiat policki,2015,307650648.91
powiat policki,2016,338759363.76
powiat policki,2017,390884925.14
powiat policki,2018,417171483.24
powiat policki,2019,478259109.51
powiat stargardzki,2011,311926839.81
powiat stargardzki,2012,345752536.2
powiat stargardzki,2013,364078659.03
powiat stargardzki,2014,376162354.66
powiat stargardzki,2015,393908122.13
powiat stargardzki,2016,452891042.46
powiat stargardzki,2017,497218488.39
powiat stargardzki,2018,561618541.48
powiat stargardzki,2019,585961263.25
powiat Świnoujście,2011,220224601.67
powiat Świnoujście,2012,215384427.27
powiat Świnoujście,2013,215495964.69
powiat Świnoujście,2014,245011594.79
powiat Świnoujście,2015,242529106.98
powiat Świnoujście,2016,330845098.13
powiat Świnoujście,2017,331580528.89
powiat Świnoujście,2018,375707857.62
powiat Świnoujście,2019,321375442.21
powiat bolesławiecki,2011,274386049.18
powiat bolesławiecki,2012,262348670.58
powiat bolesławiecki,2013,288216612.55
powiat bolesławiecki,2014,311035755.72
powiat bolesławiecki,2015,308250778.83
powiat bolesławiecki,2016,356102757.26
powiat bolesławiecki,2017,394742936.36
powiat bolesławiecki,2018,430027376.59
powiat bolesławiecki,2019,470656638.93
powiat jaworski,2011,147291773.56
powiat jaworski,2012,144318696.03
powiat jaworski,2013,155368763.61
powiat jaworski,2014,159243642.74
powiat jaworski,2015,170524392.39
powiat jaworski,2016,184151570.6
powiat jaworski,2017,203872888.41
powiat jaworski,2018,243401452.82
powiat jaworski,2019,248975945.22
powiat jeleniogórski,2011,211614083.23
powiat jeleniogórski,2012,219351002.52
powiat jeleniogórski,2013,226250536.85
powiat jeleniogórski,2014,233025468.96
powiat jeleniogórski,2015,242307976.56
powiat jeleniogórski,2016,262144406.11
powiat jeleniogórski,2017,291656834.23
powiat jeleniogórski,2018,326791321.08
powiat jeleniogórski,2019,340658352.03
powiat kamiennogórski,2011,130462508.5
powiat kamiennogórski,2012,118941704.96
powiat kamiennogórski,2013,131761034.24
powiat kamiennogórski,2014,133913558.96
powiat kamiennogórski,2015,137288856.81
powiat kamiennogórski,2016,156300219.18
powiat kamiennogórski,2017,174435420.64
powiat kamiennogórski,2018,186916636.48
powiat kamiennogórski,2019,205208418.2
powiat lubański,2011,174214928.73
powiat lubański,2012,193211921.72
powiat lubański,2013,199421075.74
powiat lubański,2014,199450935.76
powiat lubański,2015,197114145.23
powiat lubański,2016,211722722.59
powiat lubański,2017,221052426.86
powiat lubański,2018,265601783.02
powiat lubański,2019,264162097.46
powiat lwówecki,2011,136457977.68
powiat lwówecki,2012,130831481.8
powiat lwówecki,2013,146402447.66
powiat lwówecki,2014,153119974.43
powiat lwówecki,2015,146636155.8
powiat lwówecki,2016,159694140.11
powiat lwówecki,2017,180267638.21
powiat lwówecki,2018,214592016.43
powiat lwówecki,2019,219921229.6
powiat zgorzelecki,2011,380786086.9
powiat zgorzelecki,2012,340957138.18
powiat zgorzelecki,2013,372042904.71
powiat zgorzelecki,2014,388689790.3
powiat zgorzelecki,2015,369489121.81
powiat zgorzelecki,2016,397198872.55
powiat zgorzelecki,2017,413403505.98
powiat zgorzelecki,2018,443798045.44
powiat zgorzelecki,2019,464549993.75
powiat złotoryjski,2011,139028768.28
powiat złotoryjski,2012,138517259.88
powiat złotoryjski,2013,153260084.04
powiat złotoryjski,2014,155724059.05
powiat złotoryjski,2015,151795210.48
powiat złotoryjski,2016,169137954.66
powiat złotoryjski,2017,182852946.07
powiat złotoryjski,2018,203170877.63
powiat złotoryjski,2019,209383145.99
powiat Jelenia Góra,2011,340560990.9
powiat Jelenia Góra,2012,372676347.85
powiat Jelenia Góra,2013,370471324.53
powiat Jelenia Góra,2014,363065185.36
powiat Jelenia Góra,2015,348960701.32
powiat Jelenia Góra,2016,384425196.45
powiat Jelenia Góra,2017,411013044.27
powiat Jelenia Góra,2018,449494533.81
powiat Jelenia Góra,2019,474543143.86
powiat głogowski,2011,294300496.71
powiat głogowski,2012,311079765.75
powiat głogowski,2013,314728716.32
powiat głogowski,2014,340340573.5
powiat głogowski,2015,355355650.96
powiat głogowski,2016,392279872.67
powiat głogowski,2017,422208551.88
powiat głogowski,2018,464308303.99
powiat głogowski,2019,522569303.7
powiat górowski,2011,107844780.63
powiat górowski,2012,110705179.4
powiat górowski,2013,118570500.92
powiat górowski,2014,123345930.48
powiat górowski,2015,122654255.55
powiat górowski,2016,145291527.68
powiat górowski,2017,162861167.21
powiat górowski,2018,168664355.18
powiat górowski,2019,176793251.58
powiat legnicki,2011,149100798.47
powiat legnicki,2012,159663075.38
powiat legnicki,2013,167420640.05
powiat legnicki,2014,186048335.94
powiat legnicki,2015,189717985.85
powiat legnicki,2016,222594417.02
powiat legnicki,2017,242391718.12
powiat legnicki,2018,255320569.07
powiat legnicki,2019,287175574.83
powiat lubiński,2011,357881012.37
powiat lubiński,2012,420467282.43
powiat lubiński,2013,410899114.67
powiat lubiński,2014,424001696.36
powiat lubiński,2015,447487086.72
powiat lubiński,2016,490576652.12
powiat lubiński,2017,524765126.66
powiat lubiński,2018,593679752.7
powiat lubiński,2019,604572693.26
powiat polkowicki,2011,329535004.27
powiat polkowicki,2012,413387886.97
powiat polkowicki,2013,368705210.97
powiat polkowicki,2014,383398031.26
powiat polkowicki,2015,356601337.82
powiat polkowicki,2016,376337783.81
powiat polkowicki,2017,425305537.27
powiat polkowicki,2018,433155474.25
powiat polkowicki,2019,477685649.56
powiat Legnica,2011,371131757.22
powiat Legnica,2012,402636354.68
powiat Legnica,2013,408717387.14
powiat Legnica,2014,425180838.35
powiat Legnica,2015,453189574.03
powiat Legnica,2016,481208533.03
powiat Legnica,2017,542195988.72
powiat Legnica,2018,547462727.2
powiat Legnica,2019,627791113.42
powiat dzierżoniowski,2011,270779162.48
powiat dzierżoniowski,2012,284003097.33
powiat dzierżoniowski,2013,296490437.36
powiat dzierżoniowski,2014,316970509.19
powiat dzierżoniowski,2015,327679919.36
powiat dzierżoniowski,2016,353861847.1
powiat dzierżoniowski,2017,374325263.79
powiat dzierżoniowski,2018,421986800.94
powiat dzierżoniowski,2019,478978805.61
powiat kłodzki,2011,493659178.59
powiat kłodzki,2012,468271032.08
powiat kłodzki,2013,489264701.9
powiat kłodzki,2014,520030058.74
powiat kłodzki,2015,527010530.15
powiat kłodzki,2016,605590437.7
powiat kłodzki,2017,646053105.67
powiat kłodzki,2018,729907981.91
powiat kłodzki,2019,790769873.7
"powiat świdnicki, dolnośląskie",2011,431207096.34
"powiat świdnicki, dolnośląskie",2012,452303615.59
"powiat świdnicki, dolnośląskie",2013,470393765.02
"powiat świdnicki, dolnośląskie",2014,500045793.1
"powiat świdnicki, dolnośląskie",2015,521071281.93
"powiat świdnicki, dolnośląskie",2016,579685820.78
"powiat świdnicki, dolnośląskie",2017,655861856.97
"powiat świdnicki, dolnośląskie",2018,749166321.9
"powiat świdnicki, dolnośląskie",2019,786048429.11
powiat wałbrzyski,2011,496005592.85
powiat wałbrzyski,2012,538066508.66
powiat wałbrzyski,2013,185325366.31
powiat wałbrzyski,2014,189916511.11
powiat wałbrzyski,2015,206426479.32
powiat wałbrzyski,2016,214967325.31
powiat wałbrzyski,2017,233891805.98
powiat wałbrzyski,2018,258217021.89
powiat wałbrzyski,2019,221316019.14
powiat ząbkowicki,2011,195045892.66
powiat ząbkowicki,2012,186967345.17
powiat ząbkowicki,2013,188012795.35
powiat ząbkowicki,2014,208492868.5
powiat ząbkowicki,2015,204046192.0
powiat ząbkowicki,2016,236233613.67
powiat ząbkowicki,2017,242703369.1
powiat ząbkowicki,2018,283482206.5
powiat ząbkowicki,2019,309227193.72
powiat Wałbrzych od 2013,2013,478310647.73
powiat Wałbrzych od 2013,2014,527846977.14
powiat Wałbrzych od 2013,2015,557143273.47
powiat Wałbrzych od 2013,2016,564200961.5
powiat Wałbrzych od 2013,2017,586618498.68
powiat Wałbrzych od 2013,2018,621260396.03
powiat Wałbrzych od 2013,2019,775315292.77
powiat milicki,2011,100142026.11
powiat milicki,2012,109074622.05
powiat milicki,2013,119391093.79
powiat milicki,2014,130512549.72
powiat milicki,2015,144673718.65
powiat milicki,2016,154212573.31
powiat milicki,2017,162272315.34
powiat milicki,2018,183372313.85
powiat milicki,2019,193981513.53
powiat oleśnicki,2011,278583007.14
powiat oleśnicki,2012,297015581.86
powiat oleśnicki,2013,311589588.26
powiat oleśnicki,2014,322533497.84
powiat oleśnicki,2015,334624437.17
powiat oleśnicki,2016,388658346.63
powiat oleśnicki,2017,437117242.23
powiat oleśnicki,2018,466945610.15
powiat oleśnicki,2019,560389551.67
powiat oławski,2011,193084658.24
powiat oławski,2012,226178166.76
powiat oławski,2013,223321816.26
powiat oławski,2014,238201524.68
powiat oławski,2015,264195009.84
powiat oławski,2016,291732418.35
powiat oławski,2017,312480732.53
powiat oławski,2018,367961655.78
powiat oławski,2019,406181738.51
powiat strzeliński,2011,124856076.15
powiat strzeliński,2012,129315889.18
powiat strzeliński,2013,135180623.16
powiat strzeliński,2014,139806732.76
powiat strzeliński,2015,152463635.5
powiat strzeliński,2016,167936217.25
powiat strzeliński,2017,185033520.64
powiat strzeliński,2018,203204447.17
powiat strzeliński,2019,212664947.24
"powiat średzki, dolnośląskie",2011,149726077.12
"powiat średzki, dolnośląskie",2012,163706366.41
"powiat średzki, dolnośląskie",2013,157688889.16
"powiat średzki, dolnośląskie",2014,169934143.48
"powiat średzki, dolnośląskie",2015,185536073.53
"powiat średzki, dolnośląskie",2016,208388458.98
"powiat średzki, dolnośląskie",2017,234594369.35
"powiat średzki, dolnośląskie",2018,269734583.92
"powiat średzki, dolnośląskie",2019,301551904.61
powiat trzebnicki,2011,243438386.82
powiat trzebnicki,2012,234581669.68
powiat trzebnicki,2013,243920167.83
powiat trzebnicki,2014,269766640.98
powiat trzebnicki,2015,283158396.75
powiat trzebnicki,2016,319895144.44
powiat trzebnicki,2017,385015420.52
powiat trzebnicki,2018,419491842.59
powiat trzebnicki,2019,457974508.63
powiat wołowski,2011,126536210.89
powiat wołowski,2012,132405405.83
powiat wołowski,2013,131947444.92
powiat wołowski,2014,144729094.29
powiat wołowski,2015,155475990.43
powiat wołowski,2016,170976914.42
powiat wołowski,2017,194977139.23
powiat wołowski,2018,209183604.04
powiat wołowski,2019,242863103.14
powiat wrocławski,2011,390427073.56
powiat wrocławski,2012,449166206.17
powiat wrocławski,2013,472145878.13
powiat wrocławski,2014,505669034.01
powiat wrocławski,2015,573931531.52
powiat wrocławski,2016,662383404.5
powiat wrocławski,2017,769296521.78
powiat wrocławski,2018,864433370.57
powiat wrocławski,2019,1023513621.92
powiat Wrocław,2011,3504771704.59
powiat Wrocław,2012,3591871474.48
powiat Wrocław,2013,3610600866.19
powiat Wrocław,2014,3537544007.65
powiat Wrocław,2015,3613996216.91
powiat Wrocław,2016,4039095717.68
powiat Wrocław,2017,4134982645.24
powiat Wrocław,2018,4456648391.83
powiat Wrocław,2019,4928475532.71
"powiat brzeski, opolskie",2011,242451567.86
"powiat brzeski, opolskie",2012,257111092.27
"powiat brzeski, opolskie",2013,260917832.62
"powiat brzeski, opolskie",2014,270497327.87
"powiat brzeski, opolskie",2015,284318402.47
"powiat brzeski, opolskie",2016,320783458.1
"powiat brzeski, opolskie",2017,352073563.49
"powiat brzeski, opolskie",2018,401753809.32
"powiat brzeski, opolskie",2019,447838019.45
powiat głubczycki,2011,128767166.43
powiat głubczycki,2012,140888810.16
powiat głubczycki,2013,142983381.79
powiat głubczycki,2014,140398085.86
powiat głubczycki,2015,142699219.34
powiat głubczycki,2016,161865926.76
powiat głubczycki,2017,175423884.87
powiat głubczycki,2018,195699008.6
powiat głubczycki,2019,205729614.14
powiat namysłowski,2011,121231896.6
powiat namysłowski,2012,131436140.53
powiat namysłowski,2013,125611210.79
powiat namysłowski,2014,143062215.51
powiat namysłowski,2015,140681604.53
powiat namysłowski,2016,152244707.66
powiat namysłowski,2017,169707297.65
powiat namysłowski,2018,181211447.96
powiat namysłowski,2019,203226009.24
powiat nyski,2011,348490110.11
powiat nyski,2012,370804183.93
powiat nyski,2013,376136208.49
powiat nyski,2014,402779453.43
powiat nyski,2015,407554530.79
powiat nyski,2016,478517969.69
powiat nyski,2017,502691451.48
powiat nyski,2018,557743978.4
powiat nyski,2019,625368611.0
powiat prudnicki,2011,150978748.24
powiat prudnicki,2012,159516836.46
powiat prudnicki,2013,161555802.58
powiat prudnicki,2014,163450366.58
powiat prudnicki,2015,166110186.85
powiat prudnicki,2016,195079460.39
powiat prudnicki,2017,209671321.16
powiat prudnicki,2018,237663596.36
powiat prudnicki,2019,263251673.91
powiat kędzierzyńsko-kozielski,2011,316816944.57
powiat kędzierzyńsko-kozielski,2012,326092997.4
powiat kędzierzyńsko-kozielski,2013,314099339.53
powiat kędzierzyńsko-kozielski,2014,322146826.64
powiat kędzierzyńsko-kozielski,2015,328398170.91
powiat kędzierzyńsko-kozielski,2016,361683602.74
powiat kędzierzyńsko-kozielski,2017,386395577.76
powiat kędzierzyńsko-kozielski,2018,415288958.68
powiat kędzierzyńsko-kozielski,2019,474204548.54
powiat kluczborski,2011,182193990.26
powiat kluczborski,2012,179912591.24
powiat kluczborski,2013,192574550.86
powiat kluczborski,2014,209926162.77
powiat kluczborski,2015,204452663.91
powiat kluczborski,2016,229146077.95
powiat kluczborski,2017,245198875.22
powiat kluczborski,2018,312383556.48
powiat kluczborski,2019,321131018.84
powiat krapkowicki,2011,182714574.02
powiat krapkowicki,2012,186772256.95
powiat krapkowicki,2013,188066030.64
powiat krapkowicki,2014,206439459.13
