powiat,rok,wartość
powiat leszczyński,2017,1146.78
powiat leszczyński,2018,1278.79
powiat leszczyński,2019,1210.82
powiat międzychodzki,2011,1070.01
powiat międzychodzki,2012,1134.61
powiat międzychodzki,2013,1226.29
powiat międzychodzki,2014,1217.03
powiat międzychodzki,2015,1195.98
powiat międzychodzki,2016,1320.51
powiat międzychodzki,2017,1404.94
powiat międzychodzki,2018,1438.78
powiat międzychodzki,2019,1610.98
powiat nowotomyski,2011,729.69
powiat nowotomyski,2012,803.09
powiat nowotomyski,2013,752.39
powiat nowotomyski,2014,747.52
powiat nowotomyski,2015,766.8
powiat nowotomyski,2016,848.42
powiat nowotomyski,2017,845.82
powiat nowotomyski,2018,883.16
powiat nowotomyski,2019,1033.94
powiat rawicki,2011,875.61
powiat rawicki,2012,854.29
powiat rawicki,2013,813.08
powiat rawicki,2014,842.56
powiat rawicki,2015,838.95
powiat rawicki,2016,872.57
powiat rawicki,2017,915.72
powiat rawicki,2018,1006.4
powiat rawicki,2019,1081.25
powiat wolsztyński,2011,987.99
powiat wolsztyński,2012,943.46
powiat wolsztyński,2013,900.79
powiat wolsztyński,2014,966.63
powiat wolsztyński,2015,968.89
powiat wolsztyński,2016,1016.18
powiat wolsztyński,2017,1014.39
powiat wolsztyński,2018,1100.56
powiat wolsztyński,2019,1463.44
powiat Leszno,2011,0.0
powiat Leszno,2012,0.0
powiat Leszno,2013,0.0
powiat Leszno,2014,0.0
powiat Leszno,2015,0.0
powiat Leszno,2016,0.0
powiat Leszno,2017,0.0
powiat Leszno,2018,0.0
powiat Leszno,2019,0.0
powiat chodzieski,2011,940.76
powiat chodzieski,2012,938.23
powiat chodzieski,2013,969.51
powiat chodzieski,2014,1011.56
powiat chodzieski,2015,967.79
powiat chodzieski,2016,973.5
powiat chodzieski,2017,1036.26
powiat chodzieski,2018,1125.51
powiat chodzieski,2019,1176.37
powiat czarnkowsko-trzcianecki,2011,950.6
powiat czarnkowsko-trzcianecki,2012,1046.71
powiat czarnkowsko-trzcianecki,2013,970.1
powiat czarnkowsko-trzcianecki,2014,975.11
powiat czarnkowsko-trzcianecki,2015,973.42
powiat czarnkowsko-trzcianecki,2016,1001.32
powiat czarnkowsko-trzcianecki,2017,1052.63
powiat czarnkowsko-trzcianecki,2018,1090.54
powiat czarnkowsko-trzcianecki,2019,1159.07
powiat pilski,2011,971.81
powiat pilski,2012,990.15
powiat pilski,2013,1050.4
powiat pilski,2014,1014.05
powiat pilski,2015,1010.8
powiat pilski,2016,1001.94
powiat pilski,2017,1061.73
powiat pilski,2018,1127.38
powiat pilski,2019,1302.24
powiat wągrowiecki,2011,923.0
powiat wągrowiecki,2012,963.15
powiat wągrowiecki,2013,998.22
powiat wągrowiecki,2014,1033.47
powiat wągrowiecki,2015,1006.16
powiat wągrowiecki,2016,1047.15
powiat wągrowiecki,2017,1082.59
powiat wągrowiecki,2018,1156.99
powiat wągrowiecki,2019,1222.97
powiat złotowski,2011,812.82
powiat złotowski,2012,870.21
powiat złotowski,2013,826.86
powiat złotowski,2014,941.36
powiat złotowski,2015,845.57
powiat złotowski,2016,896.92
powiat złotowski,2017,895.02
powiat złotowski,2018,1032.38
powiat złotowski,2019,1140.79
powiat obornicki,2011,785.05
powiat obornicki,2012,707.84
powiat obornicki,2013,736.4
powiat obornicki,2014,784.4
powiat obornicki,2015,858.35
powiat obornicki,2016,803.93
powiat obornicki,2017,863.43
powiat obornicki,2018,895.43
powiat obornicki,2019,1041.62
powiat poznański,2011,604.33
powiat poznański,2012,625.77
powiat poznański,2013,612.8
powiat poznański,2014,656.5
powiat poznański,2015,660.85
powiat poznański,2016,687.98
powiat poznański,2017,765.89
powiat poznański,2018,899.86
powiat poznański,2019,996.2
powiat szamotulski,2011,722.53
powiat szamotulski,2012,768.86
powiat szamotulski,2013,763.29
powiat szamotulski,2014,808.43
powiat szamotulski,2015,811.4
powiat szamotulski,2016,838.29
powiat szamotulski,2017,871.99
powiat szamotulski,2018,896.1
powiat szamotulski,2019,987.0
"powiat średzki, wielkopolskie",2011,776.89
"powiat średzki, wielkopolskie",2012,853.11
"powiat średzki, wielkopolskie",2013,764.42
"powiat średzki, wielkopolskie",2014,802.43
"powiat średzki, wielkopolskie",2015,775.47
"powiat średzki, wielkopolskie",2016,971.26
"powiat średzki, wielkopolskie",2017,1049.13
"powiat średzki, wielkopolskie",2018,1057.32
"powiat średzki, wielkopolskie",2019,1007.18
powiat śremski,2011,862.56
powiat śremski,2012,925.73
powiat śremski,2013,925.13
powiat śremski,2014,977.76
powiat śremski,2015,976.84
powiat śremski,2016,1036.72
powiat śremski,2017,1090.61
powiat śremski,2018,1092.18
powiat śremski,2019,1178.21
powiat Poznań,2011,0.0
powiat Poznań,2012,0.0
powiat Poznań,2013,0.0
powiat Poznań,2014,0.0
powiat Poznań,2015,0.0
powiat Poznań,2016,0.0
powiat Poznań,2017,0.0
powiat Poznań,2018,0.0
powiat Poznań,2019,0.0
powiat białogardzki,2011,1092.07
powiat białogardzki,2012,1081.02
powiat białogardzki,2013,1080.19
powiat białogardzki,2014,1075.37
powiat białogardzki,2015,1046.4
powiat białogardzki,2016,1081.81
powiat białogardzki,2017,1225.46
powiat białogardzki,2018,1099.43
powiat białogardzki,2019,1223.51
powiat kołobrzeski,2011,1244.97
powiat kołobrzeski,2012,1126.93
powiat kołobrzeski,2013,1130.46
powiat kołobrzeski,2014,1099.4
powiat kołobrzeski,2015,1202.43
powiat kołobrzeski,2016,1236.55
powiat kołobrzeski,2017,1279.22
powiat kołobrzeski,2018,1297.03
powiat kołobrzeski,2019,1373.69
powiat koszaliński,2011,1215.62
powiat koszaliński,2012,1084.22
powiat koszaliński,2013,1106.21
powiat koszaliński,2014,1146.14
powiat koszaliński,2015,1224.33
powiat koszaliński,2016,1318.56
powiat koszaliński,2017,1326.43
powiat koszaliński,2018,1433.48
powiat koszaliński,2019,1636.62
powiat sławieński,2011,892.16
powiat sławieński,2012,879.7
powiat sławieński,2013,905.47
powiat sławieński,2014,937.56
powiat sławieński,2015,974.6
powiat sławieński,2016,1021.59
powiat sławieński,2017,1003.56
powiat sławieński,2018,1127.04
powiat sławieński,2019,1178.15
powiat Koszalin,2011,0.0
powiat Koszalin,2012,0.0
powiat Koszalin,2013,0.0
powiat Koszalin,2014,0.0
powiat Koszalin,2015,0.0
powiat Koszalin,2016,0.0
powiat Koszalin,2017,0.0
powiat Koszalin,2018,0.0
powiat Koszalin,2019,0.0
powiat choszczeński,2011,1089.9
powiat choszczeński,2012,992.71
powiat choszczeński,2013,1077.78
powiat choszczeński,2014,1114.51
powiat choszczeński,2015,1098.66
powiat choszczeński,2016,1012.46
powiat choszczeński,2017,1098.67
powiat choszczeński,2018,1395.45
powiat choszczeński,2019,1346.61
powiat drawski,2011,1183.79
powiat drawski,2012,1052.67
powiat drawski,2013,1160.43
powiat drawski,2014,1205.78
powiat drawski,2015,1145.38
powiat drawski,2016,1126.45
powiat drawski,2017,1253.35
powiat drawski,2018,1375.96
powiat drawski,2019,1619.55
powiat myśliborski,2011,970.79
powiat myśliborski,2012,983.93
powiat myśliborski,2013,1359.38
powiat myśliborski,2014,1039.54
powiat myśliborski,2015,1010.65
powiat myśliborski,2016,1054.37
powiat myśliborski,2017,1104.56
powiat myśliborski,2018,1227.76
powiat myśliborski,2019,1330.98
powiat pyrzycki,2011,1007.95
powiat pyrzycki,2012,1007.24
powiat pyrzycki,2013,1027.92
powiat pyrzycki,2014,1033.57
powiat pyrzycki,2015,1031.09
powiat pyrzycki,2016,1078.71
powiat pyrzycki,2017,1092.11
powiat pyrzycki,2018,1170.66
powiat pyrzycki,2019,1299.28
powiat szczecinecki,2011,1212.67
powiat szczecinecki,2012,1366.62
powiat szczecinecki,2013,1127.7
powiat szczecinecki,2014,1190.51
powiat szczecinecki,2015,1259.73
powiat szczecinecki,2016,1220.43
powiat szczecinecki,2017,1217.25
powiat szczecinecki,2018,1387.67
powiat szczecinecki,2019,1525.33
powiat świdwiński,2011,1152.5
powiat świdwiński,2012,1263.49
powiat świdwiński,2013,1285.89
powiat świdwiński,2014,1281.83
powiat świdwiński,2015,1408.24
powiat świdwiński,2016,1307.07
powiat świdwiński,2017,1419.59
powiat świdwiński,2018,1530.59
powiat świdwiński,2019,1561.71
powiat wałecki,2011,897.15
powiat wałecki,2012,922.88
powiat wałecki,2013,960.76
powiat wałecki,2014,884.84
powiat wałecki,2015,916.73
powiat wałecki,2016,850.78
powiat wałecki,2017,948.03
powiat wałecki,2018,1261.22
powiat wałecki,2019,1260.93
powiat łobeski,2011,1012.96
powiat łobeski,2012,961.31
powiat łobeski,2013,966.96
powiat łobeski,2014,1069.12
powiat łobeski,2015,988.01
powiat łobeski,2016,1042.02
powiat łobeski,2017,1152.29
powiat łobeski,2018,1309.43
powiat łobeski,2019,1522.8
powiat Szczecin,2011,0.0
powiat Szczecin,2012,0.0
powiat Szczecin,2013,0.0
powiat Szczecin,2014,0.0
powiat Szczecin,2015,0.0
powiat Szczecin,2016,0.0
powiat Szczecin,2017,0.0
powiat Szczecin,2018,0.0
powiat Szczecin,2019,0.0
powiat goleniowski,2011,921.29
powiat goleniowski,2012,959.83
powiat goleniowski,2013,992.06
powiat goleniowski,2014,1042.42
powiat goleniowski,2015,949.16
powiat goleniowski,2016,1025.23
powiat goleniowski,2017,1018.75
powiat goleniowski,2018,1101.4
powiat goleniowski,2019,1252.43
powiat gryficki,2011,1179.88
powiat gryficki,2012,1180.6
powiat gryficki,2013,1197.16
powiat gryficki,2014,1230.85
powiat gryficki,2015,1172.6
powiat gryficki,2016,1185.29
powiat gryficki,2017,1351.07
powiat gryficki,2018,1607.02
powiat gryficki,2019,1469.99
powiat gryfiński,2011,844.92
powiat gryfiński,2012,820.32
powiat gryfiński,2013,861.33
powiat gryfiński,2014,841.25
powiat gryfiński,2015,818.64
powiat gryfiński,2016,871.26
powiat gryfiński,2017,903.89
powiat gryfiński,2018,1058.68
powiat gryfiński,2019,1179.61
powiat kamieński,2011,944.65
powiat kamieński,2012,942.35
powiat kamieński,2013,1002.4
powiat kamieński,2014,992.42
powiat kamieński,2015,941.65
powiat kamieński,2016,966.64
powiat kamieński,2017,1156.98
powiat kamieński,2018,1150.71
powiat kamieński,2019,1212.89
powiat policki,2011,1191.94
powiat policki,2012,1124.69
powiat policki,2013,1055.67
powiat policki,2014,1000.47
powiat policki,2015,996.83
powiat policki,2016,1038.65
powiat policki,2017,1185.43
powiat policki,2018,1296.01
powiat policki,2019,1397.09
powiat stargardzki,2011,966.18
powiat stargardzki,2012,838.8
powiat stargardzki,2013,865.18
powiat stargardzki,2014,877.88
powiat stargardzki,2015,887.28
powiat stargardzki,2016,911.82
powiat stargardzki,2017,967.81
powiat stargardzki,2018,1021.73
powiat stargardzki,2019,1162.56
powiat Świnoujście,2011,0.0
powiat Świnoujście,2012,0.0
powiat Świnoujście,2013,0.0
powiat Świnoujście,2014,0.0
powiat Świnoujście,2015,0.0
powiat Świnoujście,2016,0.0
powiat Świnoujście,2017,0.0
powiat Świnoujście,2018,0.0
powiat Świnoujście,2019,0.0
powiat bolesławiecki,2011,743.88
powiat bolesławiecki,2012,760.14
powiat bolesławiecki,2013,814.19
powiat bolesławiecki,2014,849.04
powiat bolesławiecki,2015,880.97
powiat bolesławiecki,2016,874.64
powiat bolesławiecki,2017,996.94
powiat bolesławiecki,2018,1084.21
powiat bolesławiecki,2019,1109.07
powiat jaworski,2011,1001.19
powiat jaworski,2012,1001.3
powiat jaworski,2013,1096.52
powiat jaworski,2014,1028.95
powiat jaworski,2015,1145.42
powiat jaworski,2016,1047.27
powiat jaworski,2017,1054.65
powiat jaworski,2018,1271.49
powiat jaworski,2019,1405.95
powiat jeleniogórski,2011,1343.44
powiat jeleniogórski,2012,1117.19
powiat jeleniogórski,2013,1007.31
powiat jeleniogórski,2014,999.03
powiat jeleniogórski,2015,1051.89
powiat jeleniogórski,2016,1022.43
powiat jeleniogórski,2017,991.59
powiat jeleniogórski,2018,1167.29
powiat jeleniogórski,2019,1289.35
powiat kamiennogórski,2011,1014.84
powiat kamiennogórski,2012,953.95
powiat kamiennogórski,2013,944.27
powiat kamiennogórski,2014,1109.63
powiat kamiennogórski,2015,986.3
powiat kamiennogórski,2016,992.24
powiat kamiennogórski,2017,997.71
powiat kamiennogórski,2018,1049.53
powiat kamiennogórski,2019,1183.52
powiat lubański,2011,1436.01
powiat lubański,2012,1115.66
powiat lubański,2013,1051.85
powiat lubański,2014,1069.45
powiat lubański,2015,1038.32
powiat lubański,2016,988.87
powiat lubański,2017,1059.77
powiat lubański,2018,1121.07
powiat lubański,2019,1163.7
powiat lwówecki,2011,1315.53
powiat lwówecki,2012,1181.51
powiat lwówecki,2013,1258.93
powiat lwówecki,2014,1187.25
powiat lwówecki,2015,1174.0
powiat lwówecki,2016,1163.65
powiat lwówecki,2017,1170.2
powiat lwówecki,2018,1324.12
powiat lwówecki,2019,1427.1
powiat zgorzelecki,2011,924.63
powiat zgorzelecki,2012,948.19
powiat zgorzelecki,2013,905.6
powiat zgorzelecki,2014,1008.72
powiat zgorzelecki,2015,952.63
powiat zgorzelecki,2016,969.18
powiat zgorzelecki,2017,1026.85
powiat zgorzelecki,2018,1111.75
powiat zgorzelecki,2019,1186.9
powiat złotoryjski,2011,1037.66
powiat złotoryjski,2012,881.79
powiat złotoryjski,2013,1025.23
powiat złotoryjski,2014,1037.13
powiat złotoryjski,2015,1051.77
powiat złotoryjski,2016,973.56
powiat złotoryjski,2017,983.73
powiat złotoryjski,2018,1135.21
powiat złotoryjski,2019,1276.13
powiat Jelenia Góra,2011,0.0
powiat Jelenia Góra,2012,0.0
powiat Jelenia Góra,2013,0.0
powiat Jelenia Góra,2014,0.0
powiat Jelenia Góra,2015,0.0
powiat Jelenia Góra,2016,0.0
powiat Jelenia Góra,2017,0.0
powiat Jelenia Góra,2018,0.0
powiat Jelenia Góra,2019,0.0
powiat głogowski,2011,1020.42
powiat głogowski,2012,1142.15
powiat głogowski,2013,1130.64
powiat głogowski,2014,1315.04
powiat głogowski,2015,1130.31
powiat głogowski,2016,1169.4
powiat głogowski,2017,1208.36
powiat głogowski,2018,1220.71
powiat głogowski,2019,1425.08
powiat górowski,2011,1645.53
powiat górowski,2012,1121.64
powiat górowski,2013,1290.6
powiat górowski,2014,1068.78
powiat górowski,2015,989.33
powiat górowski,2016,997.78
powiat górowski,2017,1088.85
powiat górowski,2018,1122.5
powiat górowski,2019,1203.88
powiat legnicki,2011,1023.28
powiat legnicki,2012,1023.84
powiat legnicki,2013,1155.56
powiat legnicki,2014,1117.93
powiat legnicki,2015,1115.63
powiat legnicki,2016,1153.76
powiat legnicki,2017,1234.35
powiat legnicki,2018,1320.17
powiat legnicki,2019,1360.78
powiat lubiński,2011,932.09
powiat lubiński,2012,784.75
powiat lubiński,2013,790.32
powiat lubiński,2014,1004.93
powiat lubiński,2015,775.32
powiat lubiński,2016,827.36
powiat lubiński,2017,987.63
powiat lubiński,2018,1064.73
powiat lubiński,2019,1413.63
powiat polkowicki,2011,811.86
powiat polkowicki,2012,1012.68
powiat polkowicki,2013,936.08
powiat polkowicki,2014,1202.73
powiat polkowicki,2015,1006.83
powiat polkowicki,2016,790.54
powiat polkowicki,2017,902.05
powiat polkowicki,2018,942.21
powiat polkowicki,2019,1111.19
powiat Legnica,2011,0.0
powiat Legnica,2012,0.0
powiat Legnica,2013,0.0
powiat Legnica,2014,0.0
powiat Legnica,2015,0.0
powiat Legnica,2016,0.0
powiat Legnica,2017,0.0
powiat Legnica,2018,0.0
powiat Legnica,2019,0.0
powiat dzierżoniowski,2011,814.04
powiat dzierżoniowski,2012,847.36
powiat dzierżoniowski,2013,845.61
powiat dzierżoniowski,2014,888.28
powiat dzierżoniowski,2015,855.55
powiat dzierżoniowski,2016,876.95
powiat dzierżoniowski,2017,844.2
powiat dzierżoniowski,2018,934.43
powiat dzierżoniowski,2019,975.73
powiat kłodzki,2011,1030.9
powiat kłodzki,2012,1029.11
powiat kłodzki,2013,1066.8
powiat kłodzki,2014,1070.04
powiat kłodzki,2015,1092.97
powiat kłodzki,2016,1102.25
powiat kłodzki,2017,1177.61
powiat kłodzki,2018,1275.23
powiat kłodzki,2019,1330.61
"powiat świdnicki, dolnośląskie",2011,1301.33
"powiat świdnicki, dolnośląskie",2012,885.08
"powiat świdnicki, dolnośląskie",2013,858.85
"powiat świdnicki, dolnośląskie",2014,862.87
"powiat świdnicki, dolnośląskie",2015,841.22
"powiat świdnicki, dolnośląskie",2016,867.59
"powiat świdnicki, dolnośląskie",2017,901.12
"powiat świdnicki, dolnośląskie",2018,973.56
"powiat świdnicki, dolnośląskie",2019,1130.94
powiat wałbrzyski,2011,751.1
powiat wałbrzyski,2012,766.35
powiat wałbrzyski,2013,819.76
powiat wałbrzyski,2014,796.09
powiat wałbrzyski,2015,821.82
powiat wałbrzyski,2016,851.95
powiat wałbrzyski,2017,839.23
powiat wałbrzyski,2018,929.54
powiat wałbrzyski,2019,954.19
powiat ząbkowicki,2011,1113.95
powiat ząbkowicki,2012,1170.89
powiat ząbkowicki,2013,1162.32
powiat ząbkowicki,2014,1145.59
powiat ząbkowicki,2015,1157.4
powiat ząbkowicki,2016,1205.06
powiat ząbkowicki,2017,1258.51
powiat ząbkowicki,2018,1373.51
powiat ząbkowicki,2019,1527.1
powiat Wałbrzych od 2013,2013,0.0
powiat Wałbrzych od 2013,2014,0.0
powiat Wałbrzych od 2013,2015,0.0
powiat Wałbrzych od 2013,2016,0.0
powiat Wałbrzych od 2013,2017,0.0
powiat Wałbrzych od 2013,2018,0.0
powiat Wałbrzych od 2013,2019,0.0
powiat milicki,2011,1698.98
powiat milicki,2012,1423.78
powiat milicki,2013,1310.47
powiat milicki,2014,1483.85
powiat milicki,2015,1327.1
powiat milicki,2016,1275.81
powiat milicki,2017,1300.32
powiat milicki,2018,1382.45
powiat milicki,2019,1567.26
powiat oleśnicki,2011,933.49
powiat oleśnicki,2012,877.24
powiat oleśnicki,2013,912.45
powiat oleśnicki,2014,915.08
powiat oleśnicki,2015,876.27
powiat oleśnicki,2016,904.69
powiat oleśnicki,2017,982.53
powiat oleśnicki,2018,1041.38
powiat oleśnicki,2019,1150.31
powiat oławski,2011,827.84
powiat oławski,2012,714.8
powiat oławski,2013,746.39
powiat oławski,2014,837.07
powiat oławski,2015,881.73
powiat oławski,2016,942.76
powiat oławski,2017,975.18
powiat oławski,2018,1023.66
powiat oławski,2019,1170.23
powiat strzeliński,2011,1074.36
powiat strzeliński,2012,1042.19
powiat strzeliński,2013,1074.61
powiat strzeliński,2014,1074.05
powiat strzeliński,2015,1088.87
powiat strzeliński,2016,1082.14
powiat strzeliński,2017,1131.54
powiat strzeliński,2018,1165.01
powiat strzeliński,2019,1310.86
"powiat średzki, dolnośląskie",2011,739.49
"powiat średzki, dolnośląskie",2012,655.13
"powiat średzki, dolnośląskie",2013,743.79
"powiat średzki, dolnośląskie",2014,723.25
"powiat średzki, dolnośląskie",2015,713.26
"powiat średzki, dolnośląskie",2016,803.82
"powiat średzki, dolnośląskie",2017,791.39
"powiat średzki, dolnośląskie",2018,921.09
"powiat średzki, dolnośląskie",2019,1075.31
powiat trzebnicki,2011,796.21
powiat trzebnicki,2012,787.35
powiat trzebnicki,2013,823.78
powiat trzebnicki,2014,933.37
powiat trzebnicki,2015,836.77
powiat trzebnicki,2016,846.86
powiat trzebnicki,2017,941.06
powiat trzebnicki,2018,1035.17
powiat trzebnicki,2019,1063.72
powiat wołowski,2011,1016.04
powiat wołowski,2012,1100.43
powiat wołowski,2013,1216.09
powiat wołowski,2014,1449.72
powiat wołowski,2015,1296.45
powiat wołowski,2016,1252.94
powiat wołowski,2017,1276.79
powiat wołowski,2018,1365.42
powiat wołowski,2019,1431.82
powiat wrocławski,2011,678.65
powiat wrocławski,2012,741.68
powiat wrocławski,2013,724.09
powiat wrocławski,2014,737.07
powiat wrocławski,2015,759.14
powiat wrocławski,2016,779.35
powiat wrocławski,2017,836.91
powiat wrocławski,2018,957.9
powiat wrocławski,2019,1065.55
powiat Wrocław,2011,0.0
powiat Wrocław,2012,0.0
powiat Wrocław,2013,0.0
powiat Wrocław,2014,0.0
powiat Wrocław,2015,0.0
powiat Wrocław,2016,0.0
powiat Wrocław,2017,0.0
powiat Wrocław,2018,0.0
powiat Wrocław,2019,0.0
"powiat brzeski, opolskie",2011,967.42
"powiat brzeski, opolskie",2012,873.26
"powiat brzeski, opolskie",2013,876.83
"powiat brzeski, opolskie",2014,858.9
"powiat brzeski, opolskie",2015,842.21
"powiat brzeski, opolskie",2016,931.87
"powiat brzeski, opolskie",2017,911.11
"powiat brzeski, opolskie",2018,1050.08
"powiat brzeski, opolskie",2019,1125.24
powiat głubczycki,2011,1075.25
powiat głubczycki,2012,1135.02
powiat głubczycki,2013,1206.26
powiat głubczycki,2014,1316.37
powiat głubczycki,2015,1236.06
powiat głubczycki,2016,1300.77
powiat głubczycki,2017,1453.21
powiat głubczycki,2018,1611.26
powiat głubczycki,2019,1670.41
powiat namysłowski,2011,1227.47
powiat namysłowski,2012,1032.08
powiat namysłowski,2013,1098.13
powiat namysłowski,2014,1080.44
powiat namysłowski,2015,1061.89
powiat namysłowski,2016,1073.64
powiat namysłowski,2017,1100.64
powiat namysłowski,2018,1305.95
powiat namysłowski,2019,1214.11
powiat nyski,2011,819.13
powiat nyski,2012,799.22
powiat nyski,2013,823.47
powiat nyski,2014,870.65
powiat nyski,2015,867.39
powiat nyski,2016,874.98
powiat nyski,2017,933.68
powiat nyski,2018,1065.05
powiat nyski,2019,1159.48
powiat prudnicki,2011,971.88
powiat prudnicki,2012,898.55
powiat prudnicki,2013,870.04
powiat prudnicki,2014,913.92
powiat prudnicki,2015,986.08
powiat prudnicki,2016,941.1
powiat prudnicki,2017,981.4
powiat prudnicki,2018,1154.66
powiat prudnicki,2019,1065.5
powiat kędzierzyńsko-kozielski,2011,797.86
powiat kędzierzyńsko-kozielski,2012,846.55
powiat kędzierzyńsko-kozielski,2013,932.33
powiat kędzierzyńsko-kozielski,2014,995.88
powiat kędzierzyńsko-kozielski,2015,943.58
powiat kędzierzyńsko-kozielski,2016,962.42
powiat kędzierzyńsko-kozielski,2017,976.38
powiat kędzierzyńsko-kozielski,2018,1003.0
powiat kędzierzyńsko-kozielski,2019,1146.65
powiat kluczborski,2011,944.11
powiat kluczborski,2012,1045.38
powiat kluczborski,2013,1201.28
powiat kluczborski,2014,1073.29
powiat kluczborski,2015,1009.71
powiat kluczborski,2016,1144.82
powiat kluczborski,2017,1068.99
powiat kluczborski,2018,1293.1
powiat kluczborski,2019,1206.41
powiat krapkowicki,2011,557.35
powiat krapkowicki,2012,553.31
powiat krapkowicki,2013,590.36
powiat krapkowicki,2014,638.45
powiat krapkowicki,2015,656.05
powiat krapkowicki,2016,657.35
powiat krapkowicki,2017,680.65
powiat krapkowicki,2018,749.08
powiat krapkowicki,2019,820.15
powiat oleski,2011,865.18
powiat oleski,2012,794.28
powiat oleski,2013,819.32
powiat oleski,2014,863.21
powiat oleski,2015,849.67
powiat oleski,2016,903.5
powiat oleski,2017,977.72
powiat oleski,2018,981.96
powiat oleski,2019,1225.79
"powiat opolski, opolskie",2011,520.86
"powiat opolski, opolskie",2012,540.51
"powiat opolski, opolskie",2013,552.42
"powiat opolski, opolskie",2014,577.39
"powiat opolski, opolskie",2015,616.96
"powiat opolski, opolskie",2016,594.03
"powiat opolski, opolskie",2017,658.26
"powiat opolski, opolskie",2018,655.57
"powiat opolski, opolskie",2019,721.65
powiat strzelecki,2011,908.83
powiat strzelecki,2012,865.52
powiat strzelecki,2013,896.89
powiat strzelecki,2014,890.76
powiat strzelecki,2015,912.69
powiat strzelecki,2016,910.11
powiat strzelecki,2017,982.38
powiat strzelecki,2018,1097.89
powiat strzelecki,2019,1099.57
powiat Opole,2011,0.0
powiat Opole,2012,0.0
powiat Opole,2013,0.0
powiat Opole,2014,0.0
powiat Opole,2015,0.0
powiat Opole,2016,0.0
powiat Opole,2017,0.0
powiat Opole,2018,0.0
powiat Opole,2019,0.0
powiat bydgoski,2011,567.7
powiat bydgoski,2012,522.52
powiat bydgoski,2013,589.42
powiat bydgoski,2014,658.37
powiat bydgoski,2015,615.71
powiat bydgoski,2016,629.71
powiat bydgoski,2017,674.96
powiat bydgoski,2018,739.1
powiat bydgoski,2019,860.54
powiat toruński,2011,749.09
powiat toruński,2012,811.27
powiat toruński,2013,781.44
powiat toruński,2014,894.45
powiat toruński,2015,825.03
powiat toruński,2016,757.84
powiat toruński,2017,843.78
powiat toruński,2018,927.1
powiat toruński,2019,1045.61
powiat Bydgoszcz,2011,0.0
powiat Bydgoszcz,2012,0.0
powiat Bydgoszcz,2013,0.0
powiat Bydgoszcz,2014,0.0
powiat Bydgoszcz,2015,0.0
powiat Bydgoszcz,2016,0.0
powiat Bydgoszcz,2017,0.0
powiat Bydgoszcz,2018,0.0
powiat Bydgoszcz,2019,0.0
powiat Toruń,2011,0.0
powiat Toruń,2012,0.0
powiat Toruń,2013,0.0
powiat Toruń,2014,0.0
powiat Toruń,2015,0.0
powiat Toruń,2016,0.0
powiat Toruń,2017,0.0
powiat Toruń,2018,0.0
powiat Toruń,2019,0.0
powiat brodnicki,2011,878.98
powiat brodnicki,2012,819.73
powiat brodnicki,2013,876.51
powiat brodnicki,2014,837.31
powiat brodnicki,2015,892.53
powiat brodnicki,2016,906.29
powiat brodnicki,2017,874.39
powiat brodnicki,2018,951.19
powiat brodnicki,2019,1082.19
powiat chełmiński,2011,1085.86
powiat chełmiński,2012,970.41
powiat chełmiński,2013,1089.0
powiat chełmiński,2014,1050.89
powiat chełmiński,2015,1073.77
powiat chełmiński,2016,1078.66
powiat chełmiński,2017,1149.58
powiat chełmiński,2018,1249.62
powiat chełmiński,2019,1439.32
powiat golubsko-dobrzyński,2011,788.74
powiat golubsko-dobrzyński,2012,821.34
powiat golubsko-dobrzyński,2013,947.13
powiat golubsko-dobrzyński,2014,1011.88
powiat golubsko-dobrzyński,2015,965.48
powiat golubsko-dobrzyński,2016,1021.76
powiat golubsko-dobrzyński,2017,974.15
powiat golubsko-dobrzyński,2018,1046.62
powiat golubsko-dobrzyński,2019,1122.77
powiat grudziądzki,2011,538.18
powiat grudziądzki,2012,562.5
powiat grudziądzki,2013,580.69
powiat grudziądzki,2014,612.85
powiat grudziądzki,2015,594.01
powiat grudziądzki,2016,735.73
powiat grudziądzki,2017,633.48
powiat grudziądzki,2018,616.61
powiat grudziądzki,2019,992.06
powiat rypiński,2011,894.31
powiat rypiński,2012,958.8
powiat rypiński,2013,997.74
powiat rypiński,2014,1027.53
powiat rypiński,2015,1074.5
powiat rypiński,2016,1088.83
powiat rypiński,2017,1162.62
powiat rypiński,2018,1189.12
powiat rypiński,2019,1448.36
powiat wąbrzeski,2011,900.92
powiat wąbrzeski,2012,937.63
powiat wąbrzeski,2013,1051.84
powiat wąbrzeski,2014,1235.23
powiat wąbrzeski,2015,1174.23
powiat wąbrzeski,2016,1017.67
powiat wąbrzeski,2017,1028.3
powiat wąbrzeski,2018,1493.68
powiat wąbrzeski,2019,1460.27
powiat Grudziądz,2011,0.0
powiat Grudziądz,2012,0.0
powiat Grudziądz,2013,0.0
powiat Grudziądz,2014,0.0
powiat Grudziądz,2015,0.0
powiat Grudziądz,2016,0.0
powiat Grudziądz,2017,0.0
powiat Grudziądz,2018,0.0
powiat Grudziądz,2019,0.0
powiat aleksandrowski,2011,800.55
powiat aleksandrowski,2012,797.6
powiat aleksandrowski,2013,840.52
powiat aleksandrowski,2014,854.58
powiat aleksandrowski,2015,905.57
powiat aleksandrowski,2016,922.38
powiat aleksandrowski,2017,1054.75
powiat aleksandrowski,2018,1151.73
