powiat,rok,wartość
powiat aleksandrowski,2019,1234.29
powiat lipnowski,2011,845.85
powiat lipnowski,2012,847.03
powiat lipnowski,2013,906.11
powiat lipnowski,2014,887.48
powiat lipnowski,2015,894.32
powiat lipnowski,2016,882.29
powiat lipnowski,2017,917.25
powiat lipnowski,2018,1072.07
powiat lipnowski,2019,1108.57
powiat radziejowski,2011,1212.92
powiat radziejowski,2012,1074.27
powiat radziejowski,2013,1126.76
powiat radziejowski,2014,1101.71
powiat radziejowski,2015,1162.71
powiat radziejowski,2016,1115.62
powiat radziejowski,2017,1177.02
powiat radziejowski,2018,1252.63
powiat radziejowski,2019,1410.29
powiat włocławski,2011,790.98
powiat włocławski,2012,761.91
powiat włocławski,2013,870.98
powiat włocławski,2014,843.8
powiat włocławski,2015,880.5
powiat włocławski,2016,841.71
powiat włocławski,2017,925.96
powiat włocławski,2018,1017.79
powiat włocławski,2019,1169.02
powiat Włocławek,2011,0.0
powiat Włocławek,2012,0.0
powiat Włocławek,2013,0.0
powiat Włocławek,2014,0.0
powiat Włocławek,2015,0.0
powiat Włocławek,2016,0.0
powiat Włocławek,2017,0.0
powiat Włocławek,2018,0.0
powiat Włocławek,2019,0.0
powiat inowrocławski,2011,937.87
powiat inowrocławski,2012,950.89
powiat inowrocławski,2013,933.57
powiat inowrocławski,2014,958.45
powiat inowrocławski,2015,919.34
powiat inowrocławski,2016,917.45
powiat inowrocławski,2017,963.11
powiat inowrocławski,2018,1035.17
powiat inowrocławski,2019,1171.46
powiat mogileński,2011,1203.32
powiat mogileński,2012,1223.79
powiat mogileński,2013,1316.84
powiat mogileński,2014,1347.52
powiat mogileński,2015,1332.76
powiat mogileński,2016,1277.44
powiat mogileński,2017,1323.6
powiat mogileński,2018,1412.35
powiat mogileński,2019,1442.3
powiat nakielski,2011,955.82
powiat nakielski,2012,923.4
powiat nakielski,2013,944.18
powiat nakielski,2014,943.87
powiat nakielski,2015,953.05
powiat nakielski,2016,991.77
powiat nakielski,2017,1039.01
powiat nakielski,2018,1057.81
powiat nakielski,2019,1274.05
powiat żniński,2011,1105.49
powiat żniński,2012,929.18
powiat żniński,2013,924.57
powiat żniński,2014,979.61
powiat żniński,2015,957.74
powiat żniński,2016,973.99
powiat żniński,2017,1043.54
powiat żniński,2018,1135.94
powiat żniński,2019,1209.21
powiat sępoleński,2011,1377.12
powiat sępoleński,2012,1200.03
powiat sępoleński,2013,1215.59
powiat sępoleński,2014,1262.33
powiat sępoleński,2015,1313.14
powiat sępoleński,2016,1150.2
powiat sępoleński,2017,1265.86
powiat sępoleński,2018,1759.18
powiat sępoleński,2019,1506.69
powiat świecki,2011,826.42
powiat świecki,2012,803.57
powiat świecki,2013,896.58
powiat świecki,2014,977.32
powiat świecki,2015,936.84
powiat świecki,2016,951.83
powiat świecki,2017,1004.52
powiat świecki,2018,1125.17
powiat świecki,2019,1341.33
powiat tucholski,2011,1263.67
powiat tucholski,2012,1203.43
powiat tucholski,2013,1111.53
powiat tucholski,2014,1156.1
powiat tucholski,2015,1178.39
powiat tucholski,2016,1164.74
powiat tucholski,2017,1285.19
powiat tucholski,2018,1585.87
powiat tucholski,2019,1834.31
powiat gdański,2011,634.37
powiat gdański,2012,527.03
powiat gdański,2013,672.18
powiat gdański,2014,757.71
powiat gdański,2015,823.74
powiat gdański,2016,733.08
powiat gdański,2017,743.67
powiat gdański,2018,800.91
powiat gdański,2019,851.37
powiat kartuski,2011,900.56
powiat kartuski,2012,791.57
powiat kartuski,2013,777.89
powiat kartuski,2014,798.59
powiat kartuski,2015,842.31
powiat kartuski,2016,846.26
powiat kartuski,2017,899.74
powiat kartuski,2018,1035.49
powiat kartuski,2019,1064.29
"powiat nowodworski, pomorskie",2011,1089.09
"powiat nowodworski, pomorskie",2012,1079.01
"powiat nowodworski, pomorskie",2013,1075.78
"powiat nowodworski, pomorskie",2014,1117.9
"powiat nowodworski, pomorskie",2015,1088.8
"powiat nowodworski, pomorskie",2016,1215.35
"powiat nowodworski, pomorskie",2017,1316.21
"powiat nowodworski, pomorskie",2018,1459.77
"powiat nowodworski, pomorskie",2019,1312.88
powiat pucki,2011,716.53
powiat pucki,2012,691.37
powiat pucki,2013,833.49
powiat pucki,2014,883.58
powiat pucki,2015,756.45
powiat pucki,2016,870.69
powiat pucki,2017,979.62
powiat pucki,2018,1152.48
powiat pucki,2019,1081.24
powiat wejherowski,2011,849.34
powiat wejherowski,2012,668.94
powiat wejherowski,2013,692.68
powiat wejherowski,2014,711.33
powiat wejherowski,2015,745.05
powiat wejherowski,2016,784.76
powiat wejherowski,2017,880.21
powiat wejherowski,2018,946.51
powiat wejherowski,2019,970.34
powiat bytowski,2011,1203.36
powiat bytowski,2012,1012.87
powiat bytowski,2013,1028.89
powiat bytowski,2014,1080.0
powiat bytowski,2015,1055.47
powiat bytowski,2016,1027.98
powiat bytowski,2017,1207.0
powiat bytowski,2018,1438.74
powiat bytowski,2019,1452.07
powiat lęborski,2011,994.12
powiat lęborski,2012,964.15
powiat lęborski,2013,1004.94
powiat lęborski,2014,1023.92
powiat lęborski,2015,1018.7
powiat lęborski,2016,1039.29
powiat lęborski,2017,1135.9
powiat lęborski,2018,1169.1
powiat lęborski,2019,1288.78
powiat słupski,2011,895.23
powiat słupski,2012,828.32
powiat słupski,2013,852.96
powiat słupski,2014,850.35
powiat słupski,2015,858.6
powiat słupski,2016,956.4
powiat słupski,2017,978.2
powiat słupski,2018,1033.99
powiat słupski,2019,1221.99
powiat Słupsk,2011,0.0
powiat Słupsk,2012,0.0
powiat Słupsk,2013,0.0
powiat Słupsk,2014,0.0
powiat Słupsk,2015,0.0
powiat Słupsk,2016,0.0
powiat Słupsk,2017,0.0
powiat Słupsk,2018,0.0
powiat Słupsk,2019,0.0
powiat kwidzyński,2011,917.06
powiat kwidzyński,2012,921.45
powiat kwidzyński,2013,956.72
powiat kwidzyński,2014,936.56
powiat kwidzyński,2015,971.43
powiat kwidzyński,2016,1049.26
powiat kwidzyński,2017,1022.48
powiat kwidzyński,2018,1185.17
powiat kwidzyński,2019,1178.26
powiat malborski,2011,1089.28
powiat malborski,2012,1151.49
powiat malborski,2013,1139.25
powiat malborski,2014,1211.14
powiat malborski,2015,1197.84
powiat malborski,2016,1245.99
powiat malborski,2017,1371.52
powiat malborski,2018,1319.96
powiat malborski,2019,1438.87
powiat starogardzki,2011,1090.35
powiat starogardzki,2012,956.21
powiat starogardzki,2013,926.01
powiat starogardzki,2014,949.26
powiat starogardzki,2015,964.87
powiat starogardzki,2016,979.16
powiat starogardzki,2017,1042.66
powiat starogardzki,2018,1164.78
powiat starogardzki,2019,1224.56
powiat tczewski,2011,1159.66
powiat tczewski,2012,1014.85
powiat tczewski,2013,1040.33
powiat tczewski,2014,1264.69
powiat tczewski,2015,1147.39
powiat tczewski,2016,1137.96
powiat tczewski,2017,1412.63
powiat tczewski,2018,1241.15
powiat tczewski,2019,1394.41
powiat sztumski,2011,1123.71
powiat sztumski,2012,1032.75
powiat sztumski,2013,1015.29
powiat sztumski,2014,1084.09
powiat sztumski,2015,1095.11
powiat sztumski,2016,1070.75
powiat sztumski,2017,1142.76
powiat sztumski,2018,1250.2
powiat sztumski,2019,1227.49
powiat Gdańsk,2011,0.0
powiat Gdańsk,2012,0.0
powiat Gdańsk,2013,0.0
powiat Gdańsk,2014,0.0
powiat Gdańsk,2015,0.0
powiat Gdańsk,2016,0.0
powiat Gdańsk,2017,0.0
powiat Gdańsk,2018,0.0
powiat Gdańsk,2019,0.0
powiat Gdynia,2011,0.0
powiat Gdynia,2012,0.0
powiat Gdynia,2013,0.0
powiat Gdynia,2014,0.0
powiat Gdynia,2015,0.0
powiat Gdynia,2016,0.0
powiat Gdynia,2017,0.0
powiat Gdynia,2018,0.0
powiat Gdynia,2019,0.0
powiat Sopot,2011,0.0
powiat Sopot,2012,0.0
powiat Sopot,2013,0.0
powiat Sopot,2014,0.0
powiat Sopot,2015,0.0
powiat Sopot,2016,0.0
powiat Sopot,2017,0.0
powiat Sopot,2018,0.0
powiat Sopot,2019,0.0
powiat chojnicki,2011,1007.59
powiat chojnicki,2012,1023.98
powiat chojnicki,2013,1048.81
powiat chojnicki,2014,1054.23
powiat chojnicki,2015,1137.25
powiat chojnicki,2016,1072.37
powiat chojnicki,2017,1200.55
powiat chojnicki,2018,1366.81
powiat chojnicki,2019,1403.28
powiat człuchowski,2011,1579.26
powiat człuchowski,2012,1470.5
powiat człuchowski,2013,1564.28
powiat człuchowski,2014,1781.06
powiat człuchowski,2015,1688.55
powiat człuchowski,2016,1677.75
powiat człuchowski,2017,1692.39
powiat człuchowski,2018,1836.1
powiat człuchowski,2019,1904.71
powiat kościerski,2011,910.7
powiat kościerski,2012,925.9
powiat kościerski,2013,937.49
powiat kościerski,2014,924.13
powiat kościerski,2015,976.7
powiat kościerski,2016,1014.89
powiat kościerski,2017,1089.31
powiat kościerski,2018,1360.47
powiat kościerski,2019,1507.8
powiat braniewski,2011,1514.47
powiat braniewski,2012,1044.14
powiat braniewski,2013,1090.55
powiat braniewski,2014,1104.98
powiat braniewski,2015,1267.61
powiat braniewski,2016,1123.59
powiat braniewski,2017,1175.0
powiat braniewski,2018,1334.72
powiat braniewski,2019,1589.2
powiat działdowski,2011,832.55
powiat działdowski,2012,824.06
powiat działdowski,2013,850.86
powiat działdowski,2014,870.34
powiat działdowski,2015,888.1
powiat działdowski,2016,915.38
powiat działdowski,2017,974.34
powiat działdowski,2018,1008.39
powiat działdowski,2019,1144.52
powiat elbląski,2011,940.94
powiat elbląski,2012,857.27
powiat elbląski,2013,1024.06
powiat elbląski,2014,877.41
powiat elbląski,2015,905.88
powiat elbląski,2016,919.24
powiat elbląski,2017,1045.68
powiat elbląski,2018,1176.54
powiat elbląski,2019,1267.66
powiat iławski,2011,1140.36
powiat iławski,2012,943.77
powiat iławski,2013,982.72
powiat iławski,2014,1120.72
powiat iławski,2015,1071.53
powiat iławski,2016,1089.24
powiat iławski,2017,1064.5
powiat iławski,2018,1161.23
powiat iławski,2019,1294.92
powiat nowomiejski,2011,766.44
powiat nowomiejski,2012,786.22
powiat nowomiejski,2013,827.28
powiat nowomiejski,2014,821.48
powiat nowomiejski,2015,882.15
powiat nowomiejski,2016,953.94
powiat nowomiejski,2017,927.85
powiat nowomiejski,2018,1049.63
powiat nowomiejski,2019,1052.15
powiat ostródzki,2011,1035.32
powiat ostródzki,2012,1083.52
powiat ostródzki,2013,1065.43
powiat ostródzki,2014,1106.18
powiat ostródzki,2015,1117.54
powiat ostródzki,2016,1116.06
powiat ostródzki,2017,1244.98
powiat ostródzki,2018,1478.41
powiat ostródzki,2019,1507.93
powiat Elbląg,2011,0.0
powiat Elbląg,2012,0.0
powiat Elbląg,2013,0.0
powiat Elbląg,2014,0.0
powiat Elbląg,2015,0.0
powiat Elbląg,2016,0.0
powiat Elbląg,2017,0.0
powiat Elbląg,2018,0.0
powiat Elbląg,2019,0.0
powiat ełcki,2011,1112.67
powiat ełcki,2012,1111.7
powiat ełcki,2013,1192.53
powiat ełcki,2014,1098.82
powiat ełcki,2015,1112.3
powiat ełcki,2016,1174.96
powiat ełcki,2017,1206.86
powiat ełcki,2018,1372.4
powiat ełcki,2019,1473.47
powiat giżycki,2011,1196.37
powiat giżycki,2012,1205.57
powiat giżycki,2013,1159.56
powiat giżycki,2014,1228.75
powiat giżycki,2015,1223.3
powiat giżycki,2016,1243.46
powiat giżycki,2017,1284.37
powiat giżycki,2018,1464.62
powiat giżycki,2019,1592.05
powiat olecki,2011,1371.03
powiat olecki,2012,1288.77
powiat olecki,2013,1304.58
powiat olecki,2014,1326.35
powiat olecki,2015,1461.99
powiat olecki,2016,1372.36
powiat olecki,2017,1492.72
powiat olecki,2018,1486.91
powiat olecki,2019,1710.11
powiat piski,2011,1045.6
powiat piski,2012,1038.56
powiat piski,2013,1113.17
powiat piski,2014,1158.14
powiat piski,2015,1145.81
powiat piski,2016,1081.72
powiat piski,2017,1137.98
powiat piski,2018,1375.82
powiat piski,2019,1303.68
powiat gołdapski,2011,914.27
powiat gołdapski,2012,921.69
powiat gołdapski,2013,1391.35
powiat gołdapski,2014,1141.3
powiat gołdapski,2015,1084.01
powiat gołdapski,2016,958.53
powiat gołdapski,2017,1033.95
powiat gołdapski,2018,1498.42
powiat gołdapski,2019,1629.6
powiat węgorzewski,2011,1703.48
powiat węgorzewski,2012,1708.76
powiat węgorzewski,2013,1512.38
powiat węgorzewski,2014,1547.95
powiat węgorzewski,2015,1556.21
powiat węgorzewski,2016,1569.31
powiat węgorzewski,2017,1695.47
powiat węgorzewski,2018,1872.58
powiat węgorzewski,2019,2060.25
powiat bartoszycki,2011,1006.47
powiat bartoszycki,2012,1017.73
powiat bartoszycki,2013,1146.85
powiat bartoszycki,2014,1147.35
powiat bartoszycki,2015,1257.92
powiat bartoszycki,2016,1177.37
powiat bartoszycki,2017,1232.8
powiat bartoszycki,2018,1309.2
powiat bartoszycki,2019,1495.2
powiat kętrzyński,2011,1076.18
powiat kętrzyński,2012,1054.3
powiat kętrzyński,2013,970.53
powiat kętrzyński,2014,960.65
powiat kętrzyński,2015,948.36
powiat kętrzyński,2016,1055.7
powiat kętrzyński,2017,1122.81
powiat kętrzyński,2018,1147.19
powiat kętrzyński,2019,1345.11
powiat lidzbarski,2011,1326.43
powiat lidzbarski,2012,1419.96
powiat lidzbarski,2013,1886.95
powiat lidzbarski,2014,1942.49
powiat lidzbarski,2015,1752.38
powiat lidzbarski,2016,1146.09
powiat lidzbarski,2017,1211.16
powiat lidzbarski,2018,1291.09
powiat lidzbarski,2019,1491.92
powiat mrągowski,2011,976.09
powiat mrągowski,2012,1010.03
powiat mrągowski,2013,1026.86
powiat mrągowski,2014,1056.09
powiat mrągowski,2015,1037.41
powiat mrągowski,2016,1012.91
powiat mrągowski,2017,1041.19
powiat mrągowski,2018,1114.07
powiat mrągowski,2019,1215.43
powiat nidzicki,2011,1130.31
powiat nidzicki,2012,1081.6
powiat nidzicki,2013,1104.54
powiat nidzicki,2014,1086.14
powiat nidzicki,2015,1143.99
powiat nidzicki,2016,1217.86
powiat nidzicki,2017,1218.14
powiat nidzicki,2018,1242.61
powiat nidzicki,2019,1692.88
powiat olsztyński,2011,978.66
powiat olsztyński,2012,884.37
powiat olsztyński,2013,860.48
powiat olsztyński,2014,1034.11
powiat olsztyński,2015,879.73
powiat olsztyński,2016,901.63
powiat olsztyński,2017,981.49
powiat olsztyński,2018,1013.04
powiat olsztyński,2019,1214.1
powiat szczycieński,2011,1016.12
powiat szczycieński,2012,1014.1
powiat szczycieński,2013,1057.19
powiat szczycieński,2014,1038.56
powiat szczycieński,2015,1071.04
powiat szczycieński,2016,1135.99
powiat szczycieński,2017,1145.26
powiat szczycieński,2018,1207.1
powiat szczycieński,2019,1195.27
powiat Olsztyn,2011,0.0
powiat Olsztyn,2012,0.0
powiat Olsztyn,2013,0.0
powiat Olsztyn,2014,0.0
powiat Olsztyn,2015,0.0
powiat Olsztyn,2016,0.0
powiat Olsztyn,2017,0.0
powiat Olsztyn,2018,0.0
powiat Olsztyn,2019,0.0
powiat łódzki wschodni,2011,629.65
powiat łódzki wschodni,2012,635.8
powiat łódzki wschodni,2013,719.15
powiat łódzki wschodni,2014,660.63
powiat łódzki wschodni,2015,657.24
powiat łódzki wschodni,2016,778.21
powiat łódzki wschodni,2017,865.5
powiat łódzki wschodni,2018,896.39
powiat łódzki wschodni,2019,919.43
powiat pabianicki,2011,695.93
powiat pabianicki,2012,722.35
powiat pabianicki,2013,736.7
powiat pabianicki,2014,763.81
powiat pabianicki,2015,728.16
powiat pabianicki,2016,749.72
powiat pabianicki,2017,815.2
powiat pabianicki,2018,891.92
powiat pabianicki,2019,983.87
powiat zgierski,2011,711.56
powiat zgierski,2012,718.77
powiat zgierski,2013,705.16
powiat zgierski,2014,719.69
powiat zgierski,2015,722.93
powiat zgierski,2016,760.89
powiat zgierski,2017,777.78
powiat zgierski,2018,852.58
powiat zgierski,2019,898.78
powiat brzeziński,2011,967.32
powiat brzeziński,2012,913.9
powiat brzeziński,2013,996.08
powiat brzeziński,2014,963.11
powiat brzeziński,2015,1007.34
powiat brzeziński,2016,917.6
powiat brzeziński,2017,976.83
powiat brzeziński,2018,1114.63
powiat brzeziński,2019,1185.73
powiat Łódź,2011,0.0
powiat Łódź,2012,0.0
powiat Łódź,2013,0.0
powiat Łódź,2014,0.0
powiat Łódź,2015,0.0
powiat Łódź,2016,0.0
powiat Łódź,2017,0.0
powiat Łódź,2018,0.0
powiat Łódź,2019,0.0
powiat bełchatowski,2011,995.24
powiat bełchatowski,2012,1037.69
powiat bełchatowski,2013,965.53
powiat bełchatowski,2014,1036.08
powiat bełchatowski,2015,1069.6
powiat bełchatowski,2016,1088.82
powiat bełchatowski,2017,1087.16
powiat bełchatowski,2018,1077.12
powiat bełchatowski,2019,1168.67
powiat opoczyński,2011,823.97
powiat opoczyński,2012,803.89
powiat opoczyński,2013,841.34
powiat opoczyński,2014,865.42
powiat opoczyński,2015,855.54
powiat opoczyński,2016,880.88
powiat opoczyński,2017,895.52
powiat opoczyński,2018,975.91
powiat opoczyński,2019,1078.02
powiat piotrkowski,2011,674.3
powiat piotrkowski,2012,651.51
powiat piotrkowski,2013,704.66
powiat piotrkowski,2014,766.72
powiat piotrkowski,2015,720.1
powiat piotrkowski,2016,760.62
powiat piotrkowski,2017,808.39
powiat piotrkowski,2018,813.43
powiat piotrkowski,2019,964.96
powiat radomszczański,2011,855.13
powiat radomszczański,2012,780.86
powiat radomszczański,2013,817.75
powiat radomszczański,2014,823.14
powiat radomszczański,2015,850.64
powiat radomszczański,2016,916.25
powiat radomszczański,2017,923.66
powiat radomszczański,2018,931.18
powiat radomszczański,2019,1060.73
"powiat tomaszowski, łódzkie",2011,916.34
"powiat tomaszowski, łódzkie",2012,892.75
"powiat tomaszowski, łódzkie",2013,902.95
"powiat tomaszowski, łódzkie",2014,895.0
"powiat tomaszowski, łódzkie",2015,865.64
"powiat tomaszowski, łódzkie",2016,949.17
"powiat tomaszowski, łódzkie",2017,968.26
"powiat tomaszowski, łódzkie",2018,1087.09
"powiat tomaszowski, łódzkie",2019,1123.7
powiat Piotrków Trybunalski,2011,0.0
powiat Piotrków Trybunalski,2012,0.0
powiat Piotrków Trybunalski,2013,0.0
powiat Piotrków Trybunalski,2014,0.0
powiat Piotrków Trybunalski,2015,0.0
powiat Piotrków Trybunalski,2016,0.0
powiat Piotrków Trybunalski,2017,0.0
powiat Piotrków Trybunalski,2018,0.0
powiat Piotrków Trybunalski,2019,0.0
powiat łaski,2011,828.99
powiat łaski,2012,829.4
powiat łaski,2013,804.74
powiat łaski,2014,846.95
powiat łaski,2015,838.09
powiat łaski,2016,858.51
powiat łaski,2017,913.77
powiat łaski,2018,955.03
powiat łaski,2019,1067.36
powiat pajęczański,2011,680.5
powiat pajęczański,2012,664.83
powiat pajęczański,2013,638.48
powiat pajęczański,2014,756.52
powiat pajęczański,2015,725.49
powiat pajęczański,2016,754.97
powiat pajęczański,2017,759.16
powiat pajęczański,2018,890.24
powiat pajęczański,2019,1013.96
powiat poddębicki,2011,1589.04
powiat poddębicki,2012,832.26
powiat poddębicki,2013,882.21
powiat poddębicki,2014,888.35
powiat poddębicki,2015,959.44
powiat poddębicki,2016,986.1
powiat poddębicki,2017,1077.46
powiat poddębicki,2018,1103.36
powiat poddębicki,2019,1118.87
powiat sieradzki,2011,906.01
powiat sieradzki,2012,913.89
powiat sieradzki,2013,1016.97
powiat sieradzki,2014,991.28
powiat sieradzki,2015,947.43
powiat sieradzki,2016,997.46
powiat sieradzki,2017,1041.98
powiat sieradzki,2018,1113.65
powiat sieradzki,2019,1244.47
powiat wieluński,2011,1167.86
powiat wieluński,2012,890.36
powiat wieluński,2013,874.4
powiat wieluński,2014,904.91
powiat wieluński,2015,941.19
powiat wieluński,2016,1020.15
powiat wieluński,2017,1079.97
powiat wieluński,2018,1139.44
powiat wieluński,2019,1315.91
powiat wieruszowski,2011,801.27
powiat wieruszowski,2012,870.59
powiat wieruszowski,2013,932.34
powiat wieruszowski,2014,900.02
powiat wieruszowski,2015,916.62
powiat wieruszowski,2016,994.0
powiat wieruszowski,2017,1090.61
powiat wieruszowski,2018,1263.13
powiat wieruszowski,2019,1107.24
powiat zduńskowolski,2011,1211.37
powiat zduńskowolski,2012,1017.13
powiat zduńskowolski,2013,1032.71
powiat zduńskowolski,2014,1103.45
powiat zduńskowolski,2015,1132.45
powiat zduńskowolski,2016,1157.89
powiat zduńskowolski,2017,1216.18
powiat zduńskowolski,2018,1440.85
powiat zduńskowolski,2019,1687.45
powiat kutnowski,2011,1467.22
powiat kutnowski,2012,970.83
powiat kutnowski,2013,1040.09
powiat kutnowski,2014,1029.83
powiat kutnowski,2015,1014.9
powiat kutnowski,2016,1138.33
powiat kutnowski,2017,1151.03
powiat kutnowski,2018,1203.27
powiat kutnowski,2019,1318.27
powiat łęczycki,2011,934.01
powiat łęczycki,2012,996.81
powiat łęczycki,2013,1017.73
powiat łęczycki,2014,1139.03
powiat łęczycki,2015,1092.36
powiat łęczycki,2016,1038.98
powiat łęczycki,2017,1167.11
powiat łęczycki,2018,1120.17
powiat łęczycki,2019,1229.24
powiat łowicki,2011,928.07
powiat łowicki,2012,797.69
powiat łowicki,2013,842.62
powiat łowicki,2014,874.79
powiat łowicki,2015,878.81
powiat łowicki,2016,869.55
powiat łowicki,2017,948.79
powiat łowicki,2018,1041.33
powiat łowicki,2019,1220.53
powiat rawski,2011,962.0
powiat rawski,2012,997.59
powiat rawski,2013,977.57
powiat rawski,2014,997.95
powiat rawski,2015,1009.08
powiat rawski,2016,1050.95
powiat rawski,2017,1073.83
powiat rawski,2018,1111.85
powiat rawski,2019,1512.44
powiat skierniewicki,2011,640.4
powiat skierniewicki,2012,478.19
powiat skierniewicki,2013,463.62
powiat skierniewicki,2014,506.63
powiat skierniewicki,2015,479.71
powiat skierniewicki,2016,576.6
powiat skierniewicki,2017,584.13
powiat skierniewicki,2018,626.09
powiat skierniewicki,2019,759.07
powiat Skierniewice,2011,0.0
powiat Skierniewice,2012,0.0
powiat Skierniewice,2013,0.0
powiat Skierniewice,2014,0.0
powiat Skierniewice,2015,0.0
powiat Skierniewice,2016,0.0
powiat Skierniewice,2017,0.0
powiat Skierniewice,2018,0.0
powiat Skierniewice,2019,0.0
powiat kielecki,2011,639.67
powiat kielecki,2012,563.09
powiat kielecki,2013,600.71
powiat kielecki,2014,616.84
powiat kielecki,2015,636.34
powiat kielecki,2016,638.7
powiat kielecki,2017,659.6
powiat kielecki,2018,794.9
powiat kielecki,2019,963.8
powiat konecki,2011,894.54
powiat konecki,2012,926.78
powiat konecki,2013,937.63
powiat konecki,2014,967.76
powiat konecki,2015,1004.9
powiat konecki,2016,1086.18
powiat konecki,2017,1166.07
powiat konecki,2018,1149.97
powiat konecki,2019,1197.93
powiat ostrowiecki,2011,975.69
powiat ostrowiecki,2012,1038.82
powiat ostrowiecki,2013,1037.5
powiat ostrowiecki,2014,1109.2
powiat ostrowiecki,2015,1090.48
powiat ostrowiecki,2016,1097.28
powiat ostrowiecki,2017,1137.57
powiat ostrowiecki,2018,1175.36
powiat ostrowiecki,2019,1315.71
powiat skarżyski,2011,1182.51
powiat skarżyski,2012,1201.78
powiat skarżyski,2013,1212.45
powiat skarżyski,2014,1201.12
powiat skarżyski,2015,1144.05
powiat skarżyski,2016,1156.62
powiat skarżyski,2017,1248.88
powiat skarżyski,2018,1336.16
powiat skarżyski,2019,1476.55
powiat starachowicki,2011,974.67
powiat starachowicki,2012,879.72
powiat starachowicki,2013,1001.77
powiat starachowicki,2014,1015.89
powiat starachowicki,2015,968.21
powiat starachowicki,2016,1019.43
powiat starachowicki,2017,1006.04
powiat starachowicki,2018,1064.55
powiat starachowicki,2019,1206.15
powiat Kielce,2011,0.0
powiat Kielce,2012,0.0
powiat Kielce,2013,0.0
powiat Kielce,2014,0.0
powiat Kielce,2015,0.0
powiat Kielce,2016,0.0
powiat Kielce,2017,0.0
powiat Kielce,2018,0.0
powiat Kielce,2019,0.0
powiat buski,2011,1182.46
powiat buski,2012,1122.36
powiat buski,2013,1117.6
powiat buski,2014,1154.4
powiat buski,2015,1200.34
powiat buski,2016,1152.2
powiat buski,2017,1224.43
powiat buski,2018,1404.06
powiat buski,2019,1472.89
powiat jędrzejowski,2011,944.62
powiat jędrzejowski,2012,892.33
powiat jędrzejowski,2013,929.37
powiat jędrzejowski,2014,946.12
powiat jędrzejowski,2015,936.32
powiat jędrzejowski,2016,942.8
powiat jędrzejowski,2017,1022.99
powiat jędrzejowski,2018,1097.68
powiat jędrzejowski,2019,1150.68
powiat kazimierski,2011,1141.36
powiat kazimierski,2012,1139.9
powiat kazimierski,2013,1270.31
powiat kazimierski,2014,1257.35
powiat kazimierski,2015,1313.37
powiat kazimierski,2016,1236.4
powiat kazimierski,2017,1284.03
powiat kazimierski,2018,1455.47
powiat kazimierski,2019,1600.92
powiat opatowski,2011,1288.9
powiat opatowski,2012,1226.61
powiat opatowski,2013,1410.11
powiat opatowski,2014,1572.11
powiat opatowski,2015,1380.79
powiat opatowski,2016,1587.68
powiat opatowski,2017,1583.07
powiat opatowski,2018,2083.66
powiat opatowski,2019,2114.16
powiat pińczowski,2011,1025.67
powiat pińczowski,2012,942.62
powiat pińczowski,2013,971.06
powiat pińczowski,2014,1032.14
powiat pińczowski,2015,1039.65
powiat pińczowski,2016,996.63
powiat pińczowski,2017,1072.27
powiat pińczowski,2018,1138.47
powiat pińczowski,2019,1410.95
powiat sandomierski,2011,977.96
powiat sandomierski,2012,958.27
powiat sandomierski,2013,897.75
powiat sandomierski,2014,937.31
powiat sandomierski,2015,949.2
powiat sandomierski,2016,927.9
powiat sandomierski,2017,936.61
powiat sandomierski,2018,1021.37
powiat sandomierski,2019,1083.62
powiat staszowski,2011,983.44
powiat staszowski,2012,950.73
powiat staszowski,2013,773.32
powiat staszowski,2014,800.36
powiat staszowski,2015,828.69
powiat staszowski,2016,870.74
powiat staszowski,2017,858.35
powiat staszowski,2018,922.61
powiat staszowski,2019,1099.44
powiat włoszczowski,2011,972.51
powiat włoszczowski,2012,910.28
powiat włoszczowski,2013,946.43
powiat włoszczowski,2014,1009.73
powiat włoszczowski,2015,1056.19
powiat włoszczowski,2016,1002.12
powiat włoszczowski,2017,1005.97
powiat włoszczowski,2018,1180.2
powiat włoszczowski,2019,1292.17
powiat bialski,2011,726.03
powiat bialski,2012,715.1
powiat bialski,2013,705.13
powiat bialski,2014,735.94
powiat bialski,2015,742.27
powiat bialski,2016,760.52
powiat bialski,2017,826.94
powiat bialski,2018,958.29
powiat bialski,2019,1202.46
powiat parczewski,2011,915.12
powiat parczewski,2012,1023.39
powiat parczewski,2013,1007.16
powiat parczewski,2014,917.11
powiat parczewski,2015,1044.55
powiat parczewski,2016,872.18
powiat parczewski,2017,887.63
powiat parczewski,2018,1010.33
powiat parczewski,2019,1390.71
powiat radzyński,2011,727.96
powiat radzyński,2012,737.25
powiat radzyński,2013,739.47
powiat radzyński,2014,811.08
powiat radzyński,2015,899.51
powiat radzyński,2016,837.82
powiat radzyński,2017,884.7
powiat radzyński,2018,1030.81
powiat radzyński,2019,1265.28
powiat włodawski,2011,1544.38
powiat włodawski,2012,1538.84
powiat włodawski,2013,1361.68
powiat włodawski,2014,1545.0
powiat włodawski,2015,1300.68
powiat włodawski,2016,1258.68
powiat włodawski,2017,1419.6
powiat włodawski,2018,1616.32
powiat włodawski,2019,1947.12
powiat Biała Podlaska,2011,0.0
powiat Biała Podlaska,2012,0.0
powiat Biała Podlaska,2013,0.0
powiat Biała Podlaska,2014,0.0
powiat Biała Podlaska,2015,0.0
